asset,base_sharpe,guard001_p_value,guard001_pass,guard002_variance_pct,guard002_pass,guard003_sharpe_ci_lower,guard003_pass,guard005_top10_pct,guard005_pass,guard006_stress1_sharpe,guard006_pass,guard007_mismatch_pct,guard007_pass,guard008_pbo,guard008_pass,guard_wfe,guard_wfe_pass,overfit_psr,overfit_dsr,overfit_sr_star,all_pass,error
TON,0.5528299377587773,0.011988011988011988,True,24.4159260948163,False,-1.036258957676174,False,124.77204494110914,False,0.16393412904191687,False,2.995207006398894e-14,True,,True,,False,0.7401229502765835,,,False,
ONE,2.443962844767343,0.000999000999000999,True,5.937297107748883,True,2.328708955487693,True,21.459198980706127,True,1.9941333376732804,True,1.2476176942429363e-14,True,,True,,False,0.9999196991178241,,,False,
HBAR,1.3996550419558653,0.005994005994005994,True,10.761763217916723,True,0.3977305824115618,False,38.72869703548959,True,0.7015402349617951,False,1.3314529600904516e-14,True,,True,,False,0.9764437768374068,,,False,
SEI,2.7278147324305047,0.000999000999000999,True,7.347820363472628,True,2.9796321036649105,True,14.331125291428249,True,2.3570341896413565,True,1.695762675470284e-14,True,,True,,False,0.9995540812111707,,,False,
CRV,0.4746819497660597,0.14485514485514486,False,60.49766671294462,False,-1.0537763762781192,False,80.20649867358567,False,0.2683101377030828,False,3.130402655666945e-14,True,,True,,False,0.7466827319740237,,,False,
SUSHI,2.6788486068747397,0.000999000999000999,True,9.448334445462125,True,2.9176027408368235,True,13.699091539111585,True,2.40268430970936,True,0.0,True,,True,,False,0.999671623269,,,False,
AXS,3.361685104744033,0.000999000999000999,True,5.3073106822491365,True,4.1976821326388984,True,9.456648152506762,True,2.7535881516014675,True,1.1309337124857183e-14,True,,True,,False,0.9999857666321138,,,False,
AAVE,2.580227608011,0.000999000999000999,True,9.348018237962341,True,2.7123884634981565,True,14.266979028925633,True,2.316247850541444,True,3.103834311610317e-14,True,,True,,False,0.9995467776145355,,,False,
ZIL,0.86083617309786,0.01898101898101898,True,16.092419642540328,False,-0.45237137382785203,False,54.63779613538862,False,0.46218479753392744,False,2.7671145574977293e-14,True,,True,,False,0.8880019861961599,,,False,
GALA,1.401690261780699,0.01098901098901099,True,27.24376932400151,False,0.5354789852509512,False,28.295739708499255,True,1.1714856295590936,True,1.2293957941879066e-14,True,,True,,False,0.9709374486117672,,,False,
